,LATITUDE,LONGITUDE,SURVEY_YEAR,CPUE,BOTTOM_TEMPERATURE,SURFACE_TEMPERATURE
6706,57.67084,-162.71917,1978,127.0,5.0,5.8
6707,57.67085,-161.51621,2013,156.0,1.9,3.4
6708,57.67086,-167.1187,2007,701.0,0.5,5.3
6709,57.67091,-162.13043,2013,307.0,2.4,3.6
6710,57.67092,-169.04967,1985,17467.5,1.9,9.4
6711,57.67092,-159.62858,1983,222.0,4.4,7.6
6712,57.67093,-167.76965,2010,1511.0,-1.1,3.1
6713,57.67094,-171.53584,1998,187.0,3.3,8.0
6714,57.67095,-165.88709,1996,737.0,2.3,5.2
6715,57.67096,-163.40288,2011,77.0,2.1,2.4
6716,57.671,-160.25509,1987,1316.5,3.6,4.8
6717,57.671,-159.01775,1981,268.5,6.8,10.8
6718,57.671,-158.3435,1986,73.0,3.0,3.2
6719,57.67109,-167.78125,2009,3974.0,-0.5,4.7
6720,57.67116,-163.3271,2016,162.0,6.7,8.9
6721,57.67117,-170.24825,1993,399.0,2.4,7.1
6722,57.67125,-172.16933,1994,2326.0,1.2,6.9
6723,57.67125,-167.769,1992,898.0,0.9,6.2
6724,57.67125,-165.88325,1992,817.0,0.2,6.4
6725,57.67126,-160.90651,2018,156.5,4.1,6.1
6726,57.67131,-170.25825,2000,421.0,2.8,8.9
6727,57.67131,-168.40604,2011,4230.0,3.6,5.2
6728,57.67132,-168.39245,2002,591.0,3.4,7.5
6729,57.67136,-162.1412,2001,234.0,3.8,5.3
6731,57.67142,-168.39492,1985,1448.0,1.2,8.5
6732,57.67147,-165.90234,1998,3476.0,2.3,7.7
6733,57.6715,-160.87775,1993,409.0,3.5,4.4
6734,57.67157,-172.805,2001,597.5,3.4,7.2
6735,57.67159,-167.75475,1981,938.0,3.8,8.7
6736,57.67161,-168.39643,2018,2374.0,4.5,7.3
6738,57.67167,-167.82083,1978,912.0,3.8,7.6
6739,57.67167,-158.36092,1989,81.0,3.2,4.6
6740,57.67175,-169.035,1981,298.0,3.4,7.4
6741,57.67178,-171.52841,2003,483.0,4.5,8.6
6742,57.67178,-164.61195,2000,726.0,1.9,3.0
6743,57.67183,-168.39747,2017,381.0,1.6,8.7
6744,57.67183,-167.77475,2007,406.0,0.6,4.9
6745,57.67183,-166.49817,1980,507.0,0.5,10.5
6746,57.67184,-160.89975,1986,389.5,2.4,2.8
6747,57.67185,-160.89345,2007,147.0,0.4,3.8
6748,57.67192,-169.652,1993,162.0,2.8,6.9
6749,57.67192,-159.64233,1989,572.5,1.9,2.6
6750,57.67203,-169.03105,2002,295.0,3.8,7.8
6751,57.67206,-170.8261,1995,3741.0,1.7,6.1
6752,57.67211,-164.6167,2003,70.0,2.8,7.1
6753,57.67213,-164.00281,2015,233.0,4.5,6.6
6754,57.67226,-166.52091,2018,281.5,3.8,7.4
6755,57.67227,-163.32455,2008,152.0,4.2,5.0
6756,57.6723,-160.88057,2013,239.0,2.1,3.2
6757,57.67233,-172.1675,2014,295.5,2.9,9.6
6758,57.67233,-159.63225,1993,159.0,4.1,3.9
6759,57.67234,-159.0115,1990,156.0,2.6,2.8
6760,57.6724,-169.079,1995,1187.0,0.1,4.7
6762,57.67242,-167.76,1984,810.0,0.7,7.6
6763,57.67245,-169.6525,2008,1265.0,0.5,3.8
6764,57.67246,-160.8743,1997,662.5,2.7,7.2
6765,57.67249,-161.49401,2008,77.0,1.2,1.3
6766,57.6725,-165.24892,1993,394.5,2.8,6.4
6767,57.6725,-163.39917,1982,941.0,0.7,2.2
6768,57.6725,-163.36942,1981,669.0,4.2,6.6
6769,57.67259,-170.90317,1991,747.0,3.0,9.0
6770,57.67266,-165.24596,2015,353.0,3.0,6.7
6771,57.67267,-171.53209,1990,5430.0,2.2,9.3
6772,57.67271,-161.4925,1995,1183.0,2.1,4.4
6773,57.67275,-172.80142,1993,265.0,3.4,8.4
6774,57.67275,-169.65825,1982,145.0,2.9,4.9
6775,57.67284,-169.04113,2016,471.0,4.5,9.4
6776,57.67284,-164.61284,1989,2464.0,1.7,5.8
6777,57.67286,-172.8149,2008,685.5,2.1,7.4
6778,57.67292,-159.02067,1986,83.0,2.5,3.1
6779,57.67294,-165.88715,2005,280.0,3.1,5.8
6780,57.67295,-159.02824,2016,74.0,6.6,7.0
6781,57.67302,-163.94115,2000,80.0,2.6,3.2
6782,57.67306,-166.5086,2000,417.0,1.7,5.1
6784,57.67309,-166.52051,2012,479.0,0.4,1.7
6785,57.67325,-169.58458,1985,258.0,2.0,8.2
6786,57.67325,-164.01275,1987,161.0,2.6,3.3
6787,57.67325,-163.36915,2005,356.5,4.9,6.0
6788,57.67334,-168.44917,1978,1595.0,3.9,7.8
6789,57.67334,-160.84667,1978,380.0,5.8,6.1
6790,57.67334,-160.26483,1993,318.0,3.4,5.2
6791,57.67339,-160.8789,2003,969.0,4.1,7.0
6792,57.67344,-162.76624,2011,225.0,2.2,2.2
6793,57.67346,-162.75563,2010,254.0,2.2,3.4
6794,57.67353,-170.8958,2012,2479.0,0.6,5.2
6795,57.67356,-158.3607,2015,83.0,5.8,6.6
6797,57.67359,-165.88775,1985,473.5,1.4,7.8
6798,57.67363,-160.88138,2016,349.0,5.9,8.3
6799,57.67367,-162.74958,1984,452.0,4.0,3.9
6800,57.67371,-160.26974,2010,779.0,1.7,3.1
6801,57.67378,-162.13545,2014,71.0,5.0,6.8
6802,57.67382,-161.48721,2012,367.5,1.0,1.0
6803,57.67398,-159.01765,2005,78.0,5.0,5.2
6804,57.674,-167.13125,1987,433.0,3.5,5.8
6805,57.67408,-172.81705,2009,773.5,2.4,6.5
6806,57.67408,-164.63257,1998,157.0,3.6,5.3
6807,57.67411,-171.53992,2013,420.0,2.2,7.4
6808,57.67413,-159.6231,2000,286.0,5.8,8.2
6809,57.67415,-161.47815,2002,1651.5,3.3,4.7
6810,57.67417,-166.49959,1994,55716.0,-0.4,3.8
6811,57.67417,-160.87742,1987,769.0,3.4,5.2
6813,57.67427,-166.50959,2015,1673.5,2.9,5.9
6814,57.67433,-161.50206,2008,379.0,3.6,6.1
6815,57.67434,-173.41758,1985,372.0,3.2,8.5
6816,57.67434,-168.39908,1989,784.0,3.7,7.2
6817,57.67439,-160.2595,2008,948.5,4.2,5.1
6818,57.67441,-162.73955,2006,560.5,5.8,6.7
6819,57.67442,-171.54009,1986,217.0,2.6,8.1
6820,57.67443,-165.89314,2018,440.0,3.5,7.4
6821,57.6745,-170.24625,1980,411.0,2.1,5.5
6822,57.67451,-159.64301,2007,428.0,2.1,2.2
6823,57.67458,-160.9086,2012,223.0,3.2,6.0
6824,57.67459,-172.1684,2009,564.5,1.8,6.3
6825,57.67459,-162.12717,1987,802.0,3.0,4.7
6826,57.67461,-162.1217,2006,684.5,5.5,7.1
6827,57.67461,-161.50401,2014,909.5,4.8,6.4
6828,57.67465,-172.18945,1995,14293.0,2.4,6.6
6829,57.67465,-159.01868,2013,104.0,3.5,3.7
6830,57.67468,-170.89628,2015,211.0,3.9,7.8
6831,57.67475,-167.12392,1990,1221.0,1.9,6.8
6832,57.67484,-173.405,1986,143.0,3.0,7.9
6833,57.67489,-172.79957,1995,1659.5,2.9,7.4
6834,57.67492,-171.5324,2015,858.0,2.3,8.3
6836,57.67497,-167.13178,2013,1257.5,0.8,4.0
6837,57.675,-163.38084,1986,149.0,1.9,2.0
6838,57.67524,-166.50798,1996,4417.5,1.7,4.6
6840,57.67541,-163.3724,2009,375.0,1.3,1.4
6841,57.67542,-162.75192,1987,580.0,3.3,4.5
6842,57.67542,-159.00034,1983,93.0,4.5,6.0
6843,57.6755,-172.71267,1986,444.0,3.0,8.0
6844,57.6755,-160.25359,1984,214.0,3.7,6.6
6845,57.67575,-167.1345,1981,9826.0,3.5,8.4
6846,57.67583,-164.00216,2003,79.0,3.4,7.3
6848,57.67584,-167.12478,2011,2979.0,1.1,3.7
6849,57.676,-170.29647,2014,2728.5,2.8,10.3
6850,57.67618,-167.1244,2001,489.0,2.3,6.5
6851,57.67637,-162.73455,2007,773.0,5.4,9.9
6852,57.67642,-168.42225,1980,319.0,3.3,5.7
6853,57.67652,-161.49365,2009,426.0,1.5,1.5
6854,57.67657,-173.40022,1998,849.0,3.3,7.8
6855,57.67659,-169.04909,1990,767.0,1.7,7.3
6856,57.67667,-172.15667,1982,1485.5,3.5,6.8
6857,57.67667,-172.15,1978,11351.5,3.3,5.4
6858,57.67675,-169.64734,1987,2647.0,2.8,8.2
6859,57.67675,-159.6355,1994,76.0,3.2,3.3
6860,57.67683,-170.9028,2009,3668.0,1.7,5.8
6861,57.67689,-163.37624,2003,444.0,4.7,7.0
6862,57.677,-161.47775,1980,360.0,1.7,1.7
6863,57.67708,-163.99684,1984,228.0,2.4,6.3
6864,57.67709,-170.27567,1982,287.0,3.2,6.9
6865,57.6772,-165.86325,2001,783.0,2.0,5.2
6866,57.67725,-168.39684,1984,303.0,0.5,7.1
6867,57.67734,-165.27608,1985,729.5,1.5,7.1
6868,57.67749,-171.52398,1995,454.0,1.6,7.6
6869,57.67759,-169.0155,1980,442.0,3.3,5.4
6870,57.67772,-171.52348,2014,1301.0,3.1,9.5
6871,57.67773,-159.01475,2000,512.0,2.1,3.0
6872,57.67783,-163.34784,1980,283.0,1.1,1.0
6873,57.678,-163.36725,1988,520.0,2.4,5.8
6874,57.67806,-163.38385,2002,75.0,3.9,4.9
6875,57.67806,-162.7427,2016,157.0,7.0,8.2
6876,57.67809,-165.86725,1984,3731.5,1.9,5.9
6877,57.67816,-159.01801,2003,77.0,4.6,7.4
6878,57.67823,-169.029,2004,290.0,3.8,8.5
6879,57.67831,-162.13295,2009,219.0,1.9,1.8
6880,57.67834,-172.16975,1980,669.0,3.2,5.8
6881,57.67834,-162.13667,1982,901.0,1.0,2.6
6883,57.6785,-160.2749,2008,79.0,0.9,1.1
6885,57.67894,-160.2643,2004,230.0,3.8,4.5
6886,57.67908,-161.4115,1991,612.0,3.7,3.9
6887,57.67942,-164.01967,1981,520.0,4.2,6.2
6888,57.67944,-173.3984,2010,362.5,3.4,6.6
6889,57.67947,-172.80283,1997,267.0,4.0,9.3
6890,57.6795,-162.7515,1993,142.0,3.6,5.4
6891,57.67967,-159.02293,1995,139.0,2.4,2.4
6892,57.67975,-169.07725,1982,260.5,2.7,6.6
6893,57.67975,-163.98125,1990,462.0,2.4,4.8
6894,57.67984,-161.49875,1990,902.0,2.4,3.1
6895,57.68,-159.01653,1997,63.0,3.1,4.2
6896,57.68009,-172.18175,2000,594.0,3.1,9.2
6897,57.68009,-172.1705,1996,1484.0,3.7,8.7
6898,57.68017,-161.50533,1989,727.5,2.7,2.6
6899,57.68017,-160.26475,1983,264.0,3.9,6.4
6900,57.68019,-162.16125,2009,277.0,5.3,5.8
6901,57.68034,-159.023,1991,190.0,3.7,3.0
6902,57.68042,-172.802,1983,495.0,3.7,9.6
6903,57.6806,-173.39435,2007,2073.0,3.2,8.6
6904,57.68114,-167.10706,2006,702.0,-0.4,4.8
6905,57.68123,-159.01728,2011,432.0,2.5,3.0
6906,57.68136,-170.91095,2018,722.0,4.1,7.8
6907,57.6815,-173.32567,1988,667.0,3.6,8.5
6908,57.68167,-173.40392,1991,17175.5,3.3,10.0
6909,57.682,-170.29417,1981,161.0,3.4,7.6
6910,57.68234,-167.13842,1980,276.0,1.4,4.8
6911,57.68272,-164.64039,2018,141.0,4.1,6.9
6913,57.68275,-160.88867,1992,805.0,2.1,5.1
6915,57.68333,-172.76667,1977,1013.0,3.0,9.5
6921,57.68333,-164.01667,1976,253.0,2.3,4.3
6922,57.68333,-163.35,1976,127.0,2.4,4.5
6923,57.68333,-163.33333,1975,207.0,1.7,1.8
6924,57.68333,-162.76667,1976,190.0,3.5,4.0
6925,57.68333,-162.13333,1975,330.0,2.0,2.7
6926,57.68333,-162.13333,1976,1285.0,3.0,5.0
6927,57.68333,-160.9,1976,622.0,1.5,4.4
6928,57.68333,-160.86667,1975,660.0,0.6,4.0
6929,57.68333,-160.26667,1976,253.0,1.9,3.5
6930,57.68333,-159.63333,1975,414.0,0.1,0.3
6933,57.68393,-165.86727,2013,137.0,1.0,3.7
6934,57.68441,-170.32486,1999,335.5,0.5,4.5
6935,57.68466,-173.3954,2009,688.0,3.1,6.7
6937,57.68482,-166.50893,2017,71.0,0.6,7.9
6938,57.68492,-169.6895,1989,15150.5,3.0,7.2
6939,57.68529,-170.89409,2014,904.0,3.4,9.8
6940,57.68559,-165.88475,1981,395.0,3.3,5.2
6941,57.68618,-173.40376,2011,459.0,3.4,7.2
6942,57.68625,-171.51284,1982,2232.0,3.2,6.9
6945,57.68675,-173.3975,1987,225.0,4.2,9.0
6946,57.68704,-173.36935,1999,969.0,2.7,6.2
6947,57.6872,-169.65214,1995,612.0,0.3,5.4
6948,57.68725,-166.50033,1989,1516.0,3.5,6.4
6949,57.6875,-162.76667,1982,379.5,0.8,2.8
6951,57.6879,-160.29394,1996,217.5,4.4,4.7
6952,57.688,-163.35375,1990,241.0,3.0,5.0
6953,57.68808,-173.40817,1989,4236.0,3.4,9.1
6954,57.68843,-169.03505,2005,1397.0,3.2,9.0
6955,57.68925,-170.90975,1990,1101.0,2.5,8.1
6956,57.68967,-171.507,1983,2480.0,3.5,9.6
6957,57.69,-160.875,1989,2245.0,2.1,2.8
6958,57.69083,-172.19455,2002,170.5,3.3,8.2
6959,57.69084,-167.21,1978,760.0,2.8,7.7
6960,57.69102,-164.01978,1996,159.0,3.8,4.4
6961,57.69159,-161.52412,1997,1644.0,3.0,7.4
6962,57.6917,-173.39912,2012,1042.0,2.5,7.1
6963,57.69198,-160.91105,2009,335.0,0.9,1.4
6964,57.69275,-169.6345,1988,1035.0,1.9,7.0
6965,57.69292,-158.31967,1987,82.0,3.4,4.1
6966,57.69317,-170.30659,1988,1454.0,1.5,6.8
6967,57.69317,-160.83609,1985,1149.0,2.5,2.7
6968,57.6935,-160.8975,1991,1210.0,3.2,5.3
6969,57.69413,-172.8191,1999,1113.0,2.2,6.2
6970,57.69417,-167.2225,1979,818.0,4.0,7.6
6971,57.69435,-167.09931,2008,1614.0,0.6,3.5
6972,57.696,-167.74967,1989,969.0,3.8,7.1
6973,57.69642,-169.02633,1984,315.0,0.4,7.5
6974,57.69784,-167.77284,1988,343.0,1.5,5.7
6975,57.69917,-162.11725,1985,68.0,2.5,4.0
6976,57.70042,-160.89725,1988,1178.0,2.2,5.0
6978,57.70217,-168.42384,1990,213.0,2.4,7.8
6979,57.70267,-173.40409,1990,989.5,3.6,8.5
6980,57.70325,-161.5065,1988,106.5,3.0,3.8
6981,57.70442,-167.12225,1991,7626.0,1.7,7.2
6982,57.70492,-166.50192,1981,305.0,3.3,8.3
6983,57.70517,-159.00925,1988,62.0,4.4,3.7
6984,57.70675,-173.40875,1983,7109.0,3.8,8.6
6985,57.71358,-162.21567,1991,157.5,4.1,4.8
6987,57.7175,-163.97209,1988,704.0,2.2,3.5
6989,57.721,-172.7805,1988,5619.0,2.7,7.9
6990,57.72225,-166.52333,1982,139.0,1.3,5.6
6991,57.72975,-172.81967,1982,3454.0,3.5,6.8
6992,57.73117,-173.4025,1984,2207.0,3.5,8.3
6993,57.74984,-172.15742,1991,1189.5,2.7,9.1
6994,57.8,-172.59084,1979,109.0,3.6,7.0
6995,57.81415,-168.73544,2007,860.0,0.1,6.1
6996,57.81486,-170.00684,2012,5258.0,-0.4,4.9
6997,57.81728,-169.36202,1996,412.0,2.6,5.3
6998,57.81759,-169.93442,1990,1836.0,1.0,8.5
6999,57.81933,-169.99025,1991,1809.0,1.6,8.2
7000,57.81992,-170.00017,1989,7955.0,3.0,7.3
7001,57.82007,-170.6033,1997,622.0,3.2,7.6
7002,57.82227,-169.98345,2005,20590.0,3.4,9.2
7003,57.82235,-169.97565,2009,275.0,-0.1,5.5
7004,57.82286,-168.73706,2006,304.0,0.2,5.5
7005,57.82325,-170.5455,1983,296.0,2.3,9.7
7006,57.82367,-170.03642,1984,325.0,1.2,6.6
7007,57.82383,-168.71967,1989,1223.0,3.5,7.2
7008,57.8246,-169.98816,2004,8390.5,1.9,9.3
7009,57.82466,-169.36605,2001,1033.0,2.0,5.8
7010,57.82467,-168.73292,1994,82177.0,-0.3,6.2
7011,57.82507,-168.73022,2011,6694.0,1.4,4.3
7012,57.82527,-168.73669,2013,4315.0,0.0,4.0
7013,57.82529,-168.73537,1995,9197.5,0.2,5.3
7014,57.82559,-168.73368,2012,5163.0,0.0,5.4
7015,57.82609,-169.978,1986,5207.0,1.0,5.5
7016,57.82625,-169.28309,1982,216.0,3.3,6.2
7018,57.82634,-169.35559,1993,211.0,2.8,6.4
7020,57.8265,-169.25867,1981,643.5,3.6,8.4
7021,57.82656,-169.36514,2014,4085.0,2.4,8.2
7022,57.82674,-169.38001,1999,103.5,0.0,3.6
7023,57.82709,-170.60225,1986,147.0,1.8,6.7
7024,57.82709,-170.596,1985,1304.5,3.8,9.4
7025,57.82725,-168.67884,1984,305.0,0.1,7.2
7026,57.82747,-170.61559,2015,242.5,4.0,8.0
7027,57.82767,-168.7415,1991,2425.0,2.7,9.7
7028,57.82776,-168.75041,1999,421.5,1.5,4.3
7029,57.82784,-169.99675,2008,2723.0,0.2,3.7
7030,57.82798,-168.73094,2016,1251.5,4.1,9.2
7031,57.82799,-170.60744,2001,309.0,2.1,6.0
7032,57.82825,-168.7323,2000,274.0,2.6,6.2
7033,57.82842,-169.38258,1988,422.0,2.0,7.5
7034,57.82844,-168.73391,2004,553.0,3.2,8.6
7035,57.8286,-168.735,2003,639.0,3.0,7.8
7036,57.829,-168.73908,1988,276.0,0.7,6.7
7037,57.82917,-170.58725,1981,20883.0,3.6,8.0
7038,57.82925,-168.7305,1993,134.0,3.0,6.1
7039,57.82934,-170.62334,1990,986.0,0.2,9.1
7040,57.82948,-169.96658,2011,3359.0,2.0,4.1
7041,57.82975,-170.61896,1996,2734.0,2.7,8.0
7042,57.82975,-169.98009,1994,1115.0,-1.4,5.9
7043,57.82982,-168.74255,2002,153.0,3.2,7.2
7044,57.83,-168.66508,1982,1100.0,2.3,6.0
7045,57.83015,-169.97872,1997,128.0,2.1,8.1
7046,57.83019,-170.61426,1995,4143.0,1.2,6.4
7047,57.83033,-168.675,1981,1072.5,3.9,8.2
7048,57.83034,-170.62825,1993,327.0,2.8,8.3
7049,57.83035,-169.9936,2006,2283.0,-0.9,5.1
7050,57.83036,-169.9927,2007,1241.0,-0.9,7.6
7051,57.83041,-170.60514,1998,203.0,2.6,8.0
7052,57.83041,-168.72827,1998,142.0,2.7,8.8
7053,57.83047,-169.97815,1999,524.0,0.2,4.8
7054,57.83067,-169.33233,1989,2234.0,3.8,7.3
7055,57.83076,-170.60915,2005,967.0,4.0,9.2
7056,57.83076,-168.73618,2018,611.0,4.4,7.9
7057,57.83082,-168.74248,2014,1017.5,2.6,8.7
7058,57.83119,-168.73787,2010,2571.0,-1.2,4.9
7059,57.8313,-169.96255,2000,262.0,3.0,9.1
7060,57.83141,-169.38578,2018,4650.0,4.0,7.3
7061,57.83149,-169.35701,2012,7909.5,0.0,5.5
7062,57.8316,-168.73567,2017,309.0,1.7,8.7
7064,57.832,-168.73236,1997,7310.5,1.3,7.2
7065,57.83208,-169.33577,2010,1173.0,-1.4,6.0
7066,57.83212,-168.74226,1996,1753.0,2.1,5.3
7067,57.83217,-169.94092,1987,2837.0,3.0,8.0
7068,57.83233,-170.61195,2003,198.0,4.0,8.2
7069,57.83248,-170.6154,2008,362.0,0.8,5.3
7070,57.83269,-169.98741,2002,260.0,2.3,7.1
7071,57.83273,-170.60969,2016,379.5,3.8,9.7
7072,57.83275,-170.62042,1992,597.0,1.1,6.7
7073,57.83283,-170.012,1983,813.0,1.7,9.7
7074,57.83285,-170.61086,2011,605.5,2.0,4.5
7075,57.8329,-169.38153,1997,417.0,0.8,6.6
7076,57.83316,-170.61483,2012,2846.0,-0.2,5.4
7077,57.83325,-168.73567,1992,1610.0,0.7,6.7
7078,57.83345,-169.98684,2014,655.0,1.7,8.3
7079,57.8335,-170.61875,1984,189.0,2.5,7.7
7080,57.83359,-169.38033,1992,760.0,-0.5,6.4
7081,57.83366,-169.97815,2018,1411.5,4.0,7.5
7082,57.83367,-169.39567,1985,2008.5,2.2,9.5
7083,57.83367,-168.752,1986,3377.0,0.9,4.4
7084,57.8337,-170.61731,2006,595.0,0.3,4.7
7085,57.83383,-170.62469,2017,412.0,2.7,8.5
7086,57.83383,-169.3619,2003,284.0,3.8,8.0
7087,57.83405,-170.61695,2000,502.0,2.4,8.7
7088,57.8341,-169.97375,2010,3537.0,-1.1,6.2
7090,57.83425,-170.01317,1982,398.0,1.3,5.8
7091,57.83425,-169.97872,1996,300.0,2.8,7.9
7092,57.83429,-168.76461,2005,9009.0,2.8,7.7
7093,57.83431,-169.379,2013,4807.0,0.2,4.5
7094,57.83444,-170.61729,2013,735.0,1.5,5.9
7095,57.83467,-169.24325,1983,957.5,2.7,10.2
7096,57.83481,-169.3699,2007,1106.0,-0.5,6.4
7097,57.83482,-168.73125,2015,485.0,2.6,6.2
7098,57.83559,-169.3782,2002,573.0,3.4,7.8
7099,57.83565,-170.62415,2009,996.0,-0.5,5.6
7100,57.83567,-169.97967,1993,353.0,2.2,6.3
7101,57.83576,-170.60875,2002,196.0,3.2,7.4
7102,57.83599,-169.37395,1998,226.0,1.6,8.0
7103,57.83608,-168.65867,1983,1991.0,2.5,10.2
7105,57.83625,-169.36559,1986,147.0,0.8,5.5
7106,57.83659,-169.39309,1984,616.0,0.0,7.3
7107,57.83663,-169.9883,2003,274.0,3.4,8.2
7108,57.83667,-169.34243,2016,540.0,4.6,9.5
7109,57.83676,-169.37496,2015,555.0,3.6,6.6
7110,57.83689,-169.36051,2011,2000.0,0.3,4.6
7111,57.8373,-170.03408,1995,1168.0,0.1,6.0
7112,57.83765,-170.61351,2014,426.0,3.3,9.7
7113,57.83769,-169.98209,2017,401.5,2.1,8.4
7115,57.83808,-170.59625,1991,618.0,1.7,8.6
7116,57.83815,-169.35397,1995,2649.5,0.2,5.3
7118,57.83824,-169.99725,2001,10610.0,2.3,6.1
7119,57.83824,-169.98371,2013,5530.0,-0.6,5.3
7120,57.83855,-170.63195,2004,637.5,2.4,8.4
7121,57.8386,-169.3501,2006,666.0,-0.6,5.1
7122,57.83917,-170.59017,1982,7209.0,3.6,7.0
7123,57.83963,-170.60131,2007,410.0,-0.1,8.1
7124,57.83972,-170.00302,2015,270.0,3.4,7.7
7125,57.83992,-169.99067,1992,949.0,-0.5,6.8
7126,57.8401,-168.75405,2009,599.0,-0.8,5.5
7127,57.84043,-169.97105,2016,357.0,4.3,9.8
7128,57.84075,-169.98992,1985,439.0,1.8,8.8
7129,57.8413,-169.36485,2009,1124.5,-0.4,5.4
7130,57.84184,-168.7435,1987,942.0,3.6,7.2
7131,57.84219,-169.37185,2008,1381.0,0.2,3.8
7132,57.84236,-170.60938,2010,918.0,0.3,5.4
7133,57.84242,-168.74492,1985,124.0,1.0,8.6
7134,57.84417,-171.80417,1979,405.0,3.8,7.2
7135,57.84425,-169.3706,2004,14930.0,3.8,8.6
7137,57.84521,-169.36049,2017,204.0,1.2,8.5
7138,57.84532,-170.61169,2018,1613.0,3.7,7.5
7139,57.84575,-170.6045,1989,622.0,3.5,7.4
7141,57.84667,-173.09,1979,4457.0,3.5,7.6
7142,57.8475,-171.215,1979,1105.0,3.7,7.6
7143,57.84821,-169.3869,2005,16224.0,3.2,9.0
7144,57.84866,-168.7398,2008,1441.0,-0.3,3.6
7146,57.85558,-169.988,1988,8602.0,0.6,6.8
7147,57.85609,-170.62884,1988,462.5,1.5,7.0
7148,57.85711,-170.61025,1999,350.0,0.6,4.2
7150,57.91284,-169.05725,1988,275.0,1.0,6.4
7151,57.934,-163.24025,1991,83.0,3.6,4.8
7152,57.93511,-161.43165,2008,2118.5,1.8,1.7
7153,57.9385,-166.48059,1988,1134.0,1.8,3.8
7154,57.93875,-169.08042,1989,4072.0,3.8,6.1
7155,57.95068,-172.27145,2006,1778.0,2.6,8.2
7156,57.9515,-159.0095,1987,90.0,3.6,4.3
7157,57.95241,-172.2743,1999,735.0,1.7,5.7
7159,57.95509,-163.99392,1983,81.0,4.3,8.3
7160,57.96023,-162.10874,1995,120.5,2.9,5.1
7161,57.96067,-160.22117,1991,74.0,3.4,4.9
7162,57.96127,-173.4917,1997,7104.5,3.7,9.4
7165,57.96725,-158.95967,1990,144.0,3.3,5.5
7166,57.96934,-168.44817,1991,4921.0,2.5,9.1
7167,57.96942,-171.58775,1988,1597.5,1.8,8.3
7168,57.97317,-162.79309,1991,102.5,3.7,5.5
7169,57.97468,-161.52843,2016,530.0,6.1,9.8
7170,57.97488,-164.02119,2016,311.0,7.3,7.6
7171,57.97571,-168.42162,2015,929.5,2.6,5.7
7172,57.97584,-161.43167,1979,617.5,6.0,7.0
7173,57.97584,-158.23334,1979,8789.0,7.7,8.5
7174,57.97625,-172.23184,1994,1930.5,0.7,6.3
7175,57.97694,-162.15543,2010,544.0,2.8,4.1
7176,57.97732,-162.11553,2016,167.0,6.5,7.8
7178,57.9775,-164.61575,1985,75.0,5.1,6.6
7179,57.9775,-158.99158,1984,74.0,5.3,5.8
7180,57.978,-170.89184,1991,260.0,2.0,9.2
7181,57.97843,-163.37082,2014,100.5,4.7,6.4
7182,57.97875,-165.88175,1994,7368.0,0.6,2.3
7183,57.97942,-158.988,1994,84.0,2.8,4.1
7184,57.97984,-173.486,1986,875.5,3.2,8.3
7185,57.97984,-162.116,1992,303.0,2.8,3.3
7186,57.97992,-163.36842,1990,139.0,3.0,3.6
7187,57.98005,-173.48406,1998,1351.0,3.0,7.8
7188,57.98017,-169.70534,1990,1150.0,1.1,7.8
7189,57.98032,-167.16877,2016,308.0,4.8,8.6
7190,57.98083,-170.97,1978,127.0,2.8,7.4
7191,57.98094,-163.36304,2003,151.0,5.4,6.8
7193,57.98134,-161.49492,1993,277.0,4.1,5.4
7194,57.98151,-160.82791,2001,1810.0,3.7,4.7
7195,57.98175,-162.11192,1988,98.0,3.1,3.9
7196,57.98212,-173.50515,2006,963.0,2.8,7.1
7197,57.9825,-165.90167,1982,227.0,1.0,4.5
7198,57.98258,-162.76683,1986,156.0,1.4,2.1
7200,57.98283,-167.80859,1980,435.5,1.6,5.3
7202,57.98297,-167.80915,2000,66.0,1.5,3.9
7206,57.98333,-162.1,1975,207.0,2.3,2.5
7207,57.98408,-165.25034,1989,1228.0,2.9,5.7
7208,57.98425,-167.17158,1982,150.0,1.3,5.1
7209,57.98429,-173.45665,1999,1177.5,2.2,5.7
7210,57.98446,-170.94973,2018,766.5,3.5,7.5
7211,57.98447,-158.3319,2014,81.0,7.0,8.7
7213,57.98454,-158.9506,2001,77.0,4.0,4.4
7214,57.9849,-173.45652,2018,200.0,3.9,8.9
7215,57.98492,-173.47075,1982,2396.0,3.5,7.5
7216,57.98538,-161.4877,2003,1067.0,4.3,7.4
7217,57.9855,-162.0655,1989,72.0,2.5,3.1
7218,57.98567,-160.17792,1990,240.0,2.4,3.7
7219,57.98583,-165.7975,1979,434.0,6.1,10.8
7220,57.98617,-168.42859,1980,1207.0,3.0,5.7
7221,57.98625,-160.21773,2014,762.0,4.7,6.5
7222,57.9865,-161.49347,2014,602.0,5.1,7.2
7223,57.98667,-160.16583,1979,1164.5,5.8,8.6
7224,57.98692,-161.48142,1986,168.0,1.9,2.9
7225,57.98696,-172.86867,1995,923.0,2.4,7.5
7226,57.98703,-162.10227,2011,245.0,2.7,3.0
7227,57.98709,-162.75942,1994,74.0,2.7,2.9
7228,57.98747,-159.58533,2015,80.0,5.3,5.3
7229,57.9875,-172.8575,1978,3418.0,3.4,7.8
7233,57.98759,-172.22984,1993,2776.0,3.3,8.2
